Run,mutation_rate,Generation,Fitness,Time (s)
0,0.02,15,8.75,49.00945067405701
0,0.02,16,8.75,49.00945067405701
0,0.02,17,8.75,49.00945067405701
0,0.02,18,8.5,49.00945067405701
0,0.02,19,8.5,49.00945067405701
0,0.02,20,8.5,49.00945067405701
0,0.02,21,8.5,49.00945067405701
0,0.02,22,8.5,49.00945067405701
0,0.02,23,8.25,49.00945067405701
0,0.02,24,8.0,49.00945067405701
0,0.02,25,8.0,49.00945067405701
0,0.02,26,7.5,49.00945067405701
0,0.02,27,7.5,49.00945067405701
0,0.02,28,7.25,49.00945067405701
0,0.02,29,7.0,49.00945067405701
0,0.02,30,7.0,49.00945067405701
0,0.02,31,7.0,49.00945067405701
0,0.02,32,7.0,49.00945067405701
0,0.02,33,6.75,49.00945067405701
0,0.02,34,6.25,49.00945067405701
0,0.02,35,6.25,49.00945067405701
0,0.02,36,6.25,49.00945067405701
0,0.02,37,6.25,49.00945067405701
0,0.02,38,6.25,49.00945067405701
0,0.02,39,6.0,49.00945067405701
0,0.02,40,6.0,49.00945067405701
0,0.02,41,6.0,49.00945067405701
0,0.02,42,6.0,49.00945067405701
0,0.02,43,6.0,49.00945067405701
0,0.02,44,6.0,49.00945067405701
0,0.02,45,6.0,49.00945067405701
0,0.02,46,6.0,49.00945067405701
0,0.02,47,6.0,49.00945067405701
0,0.02,48,6.0,49.00945067405701
0,0.02,49,6.0,49.00945067405701
1,0.01,0,40.0,42.470038652420044
1,0.01,1,40.0,42.470038652420044
1,0.01,2,40.0,42.470038652420044
1,0.01,3,37.0,42.470038652420044
1,0.01,4,35.0,42.470038652420044
1,0.01,5,35.0,42.470038652420044
1,0.01,6,34.0,42.470038652420044
1,0.01,7,32.0,42.470038652420044
1,0.01,8,32.0,42.470038652420044
1,0.01,9,32.0,42.470038652420044
1,0.01,10,32.0,42.470038652420044
1,0.01,11,32.0,42.470038652420044
1,0.01,12,32.0,42.470038652420044
1,0.01,13,32.0,42.470038652420044
1,0.01,14,32.0,42.470038652420044
1,0.01,15,32.0,42.470038652420044
1,0.01,16,32.0,42.470038652420044
1,0.01,17,32.0,42.470038652420044
1,0.01,18,32.0,42.470038652420044
1,0.01,19,32.0,42.470038652420044
1,0.01,20,32.0,42.470038652420044
1,0.01,21,32.0,42.470038652420044
1,0.01,22,31.0,42.470038652420044
1,0.01,23,31.0,42.470038652420044
1,0.01,24,31.0,42.470038652420044
1,0.01,25,31.0,42.470038652420044
1,0.01,26,31.0,42.470038652420044
1,0.01,27,30.0,42.470038652420044
1,0.01,28,30.0,42.470038652420044
1,0.01,29,30.0,42.470038652420044
1,0.01,30,30.0,42.470038652420044
1,0.01,31,30.0,42.470038652420044
1,0.01,32,29.0,42.470038652420044
1,0.01,33,27.0,42.470038652420044
1,0.01,34,27.0,42.470038652420044
1,0.01,35,27.0,42.470038652420044
1,0.01,36,27.0,42.470038652420044
1,0.01,37,27.0,42.470038652420044
1,0.01,38,27.0,42.470038652420044
1,0.01,39,27.0,42.470038652420044
1,0.01,40,27.0,42.470038652420044
1,0.01,41,27.0,42.470038652420044
1,0.01,42,27.0,42.470038652420044
1,0.01,43,27.0,42.470038652420044
1,0.01,44,27.0,42.470038652420044
1,0.01,45,27.0,42.470038652420044
1,0.01,46,27.0,42.470038652420044
1,0.01,47,26.0,42.470038652420044
1,0.01,48,26.0,42.470038652420044
1,0.01,49,26.0,42.470038652420044
1,0.01,0,10.0,42.470038652420044
1,0.01,1,10.0,42.470038652420044
1,0.01,2,10.0,42.470038652420044
1,0.01,3,9.25,42.470038652420044
1,0.01,4,8.75,42.470038652420044
1,0.01,5,8.75,42.470038652420044
1,0.01,6,8.5,42.470038652420044
1,0.01,7,8.0,42.470038652420044
1,0.01,8,8.0,42.470038652420044
1,0.01,9,8.0,42.470038652420044
1,0.01,10,8.0,42.470038652420044
1,0.01,11,8.0,42.470038652420044
1,0.01,12,8.0,42.470038652420044
1,0.01,13,8.0,42.470038652420044
1,0.01,14,8.0,42.470038652420044
1,0.01,15,8.0,42.470038652420044
1,0.01,16,8.0,42.470038652420044
1,0.01,17,8.0,42.470038652420044
1,0.01,18,8.0,42.470038652420044
1,0.01,19,8.0,42.470038652420044
1,0.01,20,8.0,42.470038652420044
1,0.01,21,8.0,42.470038652420044
1,0.01,22,7.75,42.470038652420044
1,0.01,23,7.75,42.470038652420044
1,0.01,24,7.75,42.470038652420044
1,0.01,25,7.75,42.470038652420044
1,0.01,26,7.75,42.470038652420044
1,0.01,27,7.5,42.470038652420044
1,0.01,28,7.5,42.470038652420044
1,0.01,29,7.5,42.470038652420044
1,0.01,30,7.5,42.470038652420044
1,0.01,31,7.5,42.470038652420044
1,0.01,32,7.25,42.470038652420044
1,0.01,33,6.75,42.470038652420044
1,0.01,34,6.75,42.470038652420044
1,0.01,35,6.75,42.470038652420044
1,0.01,36,6.75,42.470038652420044
1,0.01,37,6.75,42.470038652420044
1,0.01,38,6.75,42.470038652420044
1,0.01,39,6.75,42.470038652420044
1,0.01,40,6.75,42.470038652420044
1,0.01,41,6.75,42.470038652420044
1,0.01,42,6.75,42.470038652420044
1,0.01,43,6.75,42.470038652420044
1,0.01,44,6.75,42.470038652420044
1,0.01,45,6.75,42.470038652420044
1,0.01,46,6.75,42.470038652420044
