mr_tuning,avg_fitness,min_fitness,max_fitness,std_fitness,avg_time,min_time,max_time,std_time
const,1.875,1.0,3.0,0.8539125638299665,55.14360511302948,54.58171081542969,55.70549941062927,0.6488196479507107
