mutation_rate,avg_fitness,min_fitness,max_fitness,std_fitness,avg_time,min_time,max_time,std_time
0.005,11.5696875,0.45,28.0,11.190668930123849,76.45231431126595,64.045175075531,86.98577451705933,4.60648820316324
0.01,11.3775,0.375,26.0,11.03198643416245,76.99334006309509,61.914084911346436,88.42502498626709,6.298081021848355
0.015,11.7875,0.45,26.0,11.380485879818995,79.08230624198913,63.71513628959656,91.10685753822327,6.205053769352533
0.02,11.749062499999999,0.475,27.0,11.332152534800862,76.89293943047524,64.15482592582703,90.60013794898987,5.883086375959743
